date,R_t-estimate,school_closing,cancel_public_events,restrictions_on_gatherings,internationaltravel,temperature,windspeed,full_vaccination,visible,new_deaths
2020/11/5,1.69,1,1,0,3,62.6,5.1,0,6.2,7
2020/11/6,1.57,1,1,0,3,58.8,3.5,0,6.1,4
2020/11/7,1.39,1,1,0,3,62.6,3.4,0,5,5
2020/11/8,1.34,1,1,0,3,67.2,4.4,0,6.2,6
2020/11/9,1.36,1,1,0,3,59.6,4.4,0,6.2,13
2020/11/10,1.51,1,1,0,3,58.4,7.1,0,6.2,6
2020/11/11,1.63,1,1,0,3,58,8.8,0,6.2,7
2020/11/12,1.6,1,1,0,3,53.4,5.6,0,6.2,7
2020/11/13,1.32,1,1,0,3,61.6,4.7,0,6.2,10
2020/11/14,1.06,1,1,0,3,64,7.1,0,6.2,1
2020/11/15,1.02,1,1,0,3,59.8,5.1,0,6.2,9
2020/11/16,1.2,1,1,0,3,63.2,4.2,0,6.2,9
2020/11/17,1.49,1,1,0,3,64.4,7.9,0,6,12
2020/11/18,1.71,1,1,0,3,64.6,4,0,5.3,13
2020/11/19,1.67,1,1,0,3,70.8,8.6,0,5.5,12
2020/11/20,1.39,1,1,0,3,72.6,13.8,0,6.2,10
2020/11/21,0.92,1,1,0,3,64.8,10.4,0,6.2,2
2020/11/22,0.62,1,1,0,3,61.4,6.8,0,6.2,11
2020/11/23,0.59,1,1,0,3,65,8.3,0,6.2,6
2020/11/24,0.83,1,1,0,3,53.8,5.7,0,5.9,14
2020/11/25,1.22,1,1,0,3,52,4.9,0,4,20
2020/11/26,1.43,1,1,0,3,58,5.8,0,5.4,13
2020/11/27,1.33,1,1,0,3,55,9.1,0,6.2,32
2020/11/28,1.09,1,1,0,3,58.8,11.1,0,6.2,14
2020/11/29,0.86,1,1,0,3,51.8,3.7,0,6.2,15
2020/11/30,0.82,1,1,0,3,53.8,3.5,0,6.2,19
2020/12/1,1,1,1,0,3,54.8,5.1,0,6.2,33
2020/12/2,1.19,1,1,0,3,48,7.2,0,5.5,32
2020/12/3,1.25,1,1,0,3,48.8,4.4,0,4.4,33
2020/12/4,1.09,1,1,0,3,52.8,6.8,0,6,36
2020/12/5,0.86,1,1,0,3,44.2,5.1,0,4.2,19
2020/12/6,0.82,1,1,0,3,51.6,3.5,0,6.2,30
2020/12/7,1,1,1,0,3,54.8,3.5,0,6.2,40
2020/12/8,1.28,1,2,0,3,58,6.3,0,6.2,35
2020/12/9,1.48,1,2,0,3,50.8,6.8,0,5.9,42
2020/12/10,1.44,1,2,0,3,50.6,4.7,0,6,19
2020/12/11,1.17,1,2,0,3,54.6,3.3,0,5.8,51
2020/12/12,0.88,1,2,0,3,54.2,3,0,4.5,16
2020/12/13,0.75,1,2,0,3,54.6,4,0,6.2,19
2020/12/14,0.88,1,2,0,3,51.2,8.3,0,6.2,49
2020/12/15,1.1,1,2,0,3,48.2,4.4,0,6.2,51
2020/12/16,1.3,1,2,0,3,45.8,4.5,0,6.2,42
2020/12/17,1.3,1,2,0,3,45.6,7.3,0,6.2,38
2020/12/18,1.08,1,2,0,3,48,4,0,6.2,48
2020/12/19,0.84,1,2,0,3,46.2,5.8,0,6.2,40
2020/12/20,0.79,1,2,0,3,45.4,8.2,0,6.2,35
2020/12/21,1,1,2,0,3,48.2,4.7,0,6.2,49
2020/12/22,1.35,1,1,0,4,46.6,4.1,0,6.2,44
2020/12/23,1.58,1,1,0,4,50,4.4,0,6.2,64
2020/12/24,1.54,1,1,0,4,51.4,4.6,0,6.2,26
2020/12/25,1.27,1,1,0,4,51.4,5.9,0,6.2,49
2020/12/26,1,1,1,0,4,48.2,4.2,0,6.2,46
2020/12/27,0.88,1,1,0,4,50.8,3.4,0,6.2,38
2020/12/28,1.02,1,1,0,4,50,3.1,0,6.2,52
2020/12/29,1.14,1,1,0,4,52,4.3,0,5.5,44
2020/12/30,1.18,1,1,0,4,45.8,6.7,0,4.3,47
2020/12/31,1.12,1,1,0,4,42,6.6,0,6.2,49
2021/1/1,0.96,1,1,0,4,41,21.3,0,3.1,248
2021/1/2,0.95,1,1,0,4,40.3,16.9,0,3.6,31
2021/1/3,1.27,1,1,0,4,39.8,17.3,0,2.8,60
2021/1/4,1.76,1,1,0,4,42.7,15.5,0,3.2,48
2021/1/5,2.15,1,1,1,4,43.6,12.9,0,3.5,76
2021/1/6,2.15,1,1,1,4,40.6,15.1,0,4.5,65
2021/1/7,1.82,1,1,1,4,41.8,13.8,0,8.5,64
2021/1/8,1.38,1,1,1,4,34.4,19.1,0,3.8,78
2021/1/9,0.89,1,1,1,4,36.6,17.8,0,3.8,59
2021/1/10,0.61,1,1,1,4,37.2,21.3,0,4,45
2021/1/11,0.54,1,1,1,4,37.8,17.3,0,4,48
2021/1/12,0.78,1,1,1,4,37.2,10.2,0,4.3,64
2021/1/13,1.11,1,1,1,4,43.6,18.2,0,3.6,97
2021/1/14,1.3,1,1,1,4,48.2,13.3,0,4,66
2021/1/15,1.19,1,1,1,4,43.5,10.7,0,3.3,78
2021/1/16,0.98,1,1,1,4,50.2,11.5,0,6.2,56
2021/1/17,0.74,1,1,1,4,40.6,15.5,0,3.6,49
2021/1/18,0.67,1,1,1,4,40.8,14.2,0,5,58
2021/1/19,0.7,1,1,1,4,38.2,16,0,8.2,104
2021/1/20,0.78,1,1,1,4,39,21.3,0,4.3,92
2021/1/21,0.79,1,1,1,4,42,11.5,0,3.2,94
2021/1/22,0.63,1,1,1,4,51.4,8.4,0,3.3,108
2021/1/23,0.47,1,1,1,4,39.4,4.6,0,6.8,83
2021/1/24,0.41,1,1,1,4,41,8.3,0,5.7,56
2021/1/25,0.53,1,1,1,4,45.4,14.6,0,3.6,74
2021/1/26,0.73,1,1,1,4,47.3,8.5,0,2.9,104
2021/1/27,0.88,1,1,1,4,49.7,10.7,0,5.2,90
2021/1/28,0.87,1,1,1,4,38.3,6.7,0,4.2,113
2021/1/29,0.67,1,1,1,4,40.6,14.6,0,7.2,97
2021/1/30,0.38,1,1,1,4,39.2,21.3,0,4.3,91
2021/1/31,0.27,1,1,1,4,42.5,20.9,0,5.2,65
2021/2/1,0.32,1,1,1,4,47.7,12.9,0,6.2,80
2021/2/2,0.58,1,1,1,4,45.1,14.2,0,5.3,119
2021/2/3,0.81,1,1,1,4,42.9,16.9,0,3.9,116
2021/2/4,0.86,1,1,1,4,45,19.5,0,6.2,104
2021/2/5,0.72,1,1,1,4,45.9,21.3,0,4.1,106
2021/2/6,0.46,1,1,1,4,48.3,14.2,0,3.1,94
2021/2/7,0.34,1,1,1,4,49.5,15.5,0,4.8,52
2021/2/8,0.4,1,1,1,4,40.9,15.1,0,6.8,83
2021/2/9,0.55,1,1,1,4,40.9,21.7,0,6.5,95
2021/2/10,0.71,1,1,1,4,48.8,18.6,0,4.6,121
2021/2/11,0.81,1,1,1,4,48.8,18.6,0,3.9,77
2021/2/12,0.72,1,1,1,4,56.7,12,0,6.3,63
2021/2/13,0.61,1,1,1,4,50.6,11.5,0,5.8,65
2021/2/14,0.61,1,1,1,4,49.9,18.6,0,7.2,38
2021/2/15,0.8,1,1,1,4,42.3,20.4,0,6.5,72
2021/2/16,1,1,1,1,4,40.4,21.3,0,6.1,101
2021/2/17,1.09,1,1,1,4,49.6,23.3,0,6.2,79
2021/2/18,1.01,1,1,1,4,52.4,9.3,0,3,76
