date,R_t-estimate,school_closing,cancel_public_events,restrictions_on_gatherings,internationaltravel,temperature,windspeed,full_vaccination,visible,new_deaths
2020/8/10,1.01,3,2,4,4,86.9,4,0,1.6,871
2020/8/11,1.07,3,2,4,4,87,3.6,0,1.5,834
2020/8/12,1.1,3,2,4,4,87.2,5.9,0,1.9,942
2020/8/13,1.06,3,2,4,4,80.7,3.3,0,1.5,1007
2020/8/14,0.99,3,2,4,4,84.2,5.1,0,1.5,996
2020/8/15,0.92,3,2,4,4,86.2,4.9,0,2,944
2020/8/16,0.93,3,2,4,4,87.5,4.4,0,1.9,941
2020/8/17,1.04,3,2,4,4,85.9,4.2,0,1.6,876
2020/8/18,1.15,3,2,4,4,85.1,3.6,0,1.9,1091
2020/8/19,1.21,3,2,4,4,80,4.6,0,0.9,978
2020/8/20,1.16,3,2,4,4,79.9,4.5,0,1.2,983
2020/8/21,1.05,3,2,4,4,85,5.5,0,2.2,945
2020/8/22,0.88,3,2,4,4,85.8,7.8,0,2.7,912
2020/8/23,0.95,3,2,4,4,83.9,8,0,1.9,836
2020/8/24,1.06,3,2,4,4,83.2,6.7,0,1.7,848
2020/8/25,1.21,3,2,4,4,84.4,4.4,0,2.2,967
2020/8/26,1.3,3,2,4,4,85.2,3.8,0,2.3,1115
2020/8/27,1.31,3,2,4,4,86.8,4.3,0,2.3,1057
2020/8/28,1.17,3,2,4,4,82.6,3.3,0,1.2,1021
2020/8/29,1.08,3,2,4,4,86.2,3.4,0,1.7,948
2020/8/30,0.98,3,2,4,4,82.2,9,0,2,971
2020/8/31,1.04,3,2,4,4,83.2,6.3,0,2.5,819
2020/9/1,1.12,3,2,4,4,85.4,4.5,0,2.3,1045
2020/9/2,1.18,3,2,4,4,86.2,2.5,0,2.3,1043
2020/9/3,1.21,3,2,4,4,86.9,6.1,0,1.8,1096
2020/9/4,1.15,3,2,4,4,85.5,3.6,0,1.7,1089
2020/9/5,1.08,3,2,4,4,83.6,3.7,0,1.7,1065
2020/9/6,1.05,3,2,4,4,85.2,2.3,0,1.6,1016
2020/9/7,1.08,3,2,4,4,83.2,2.6,0,1.3,1133
2020/9/8,1.13,3,2,4,4,86.6,2.4,0,1.7,1115
2020/9/9,1.15,3,2,4,4,87.5,3.7,0,1.7,1172
2020/9/10,1.13,3,2,4,4,87.2,3.5,0,1.6,1209
2020/9/11,1.06,3,2,4,4,89,2.3,0,1.8,1201
2020/9/12,0.94,3,2,4,4,89.5,2.3,0,2,1114
2020/9/13,0.92,3,2,4,4,88.8,2.2,0,1.4,1136
2020/9/14,0.96,3,2,4,4,88.4,2.4,0,1.6,1054
2020/9/15,1.02,3,2,4,4,88.9,1.9,0,1.7,1290
2020/9/16,1.06,3,2,4,4,90,4.1,0,1.8,1132
2020/9/17,1.03,3,2,4,4,90.2,5.5,0,2.2,1174
2020/9/18,0.93,3,2,4,4,90.5,5.4,0,2.2,1247
2020/9/19,0.83,3,2,4,4,90,2.7,0,2.1,1133
2020/9/20,0.78,3,2,4,4,89.3,4.2,0,1.9,1130
2020/9/21,0.83,3,2,4,4,89.2,4,0,2,1053
2020/9/22,0.92,3,2,4,4,88.6,3.9,0,1.9,1085
2020/9/23,1.01,3,2,4,4,87.6,4.7,0,2.2,1129
2020/9/24,1.04,3,2,4,4,86.8,3.8,0,2.1,1141
2020/9/25,0.99,3,2,4,4,87.8,3.8,0,2,1089
